GeneSymbol	ensembl_id	pval	adj_pval	logFC	direction
LYN		0.000216449760919713	0.00329887055068196	0.142500816583576	UP
VPS8		1.59774161982028e-07	7.91851320073061e-06	0.14243046797743	UP
RHBDD2		7.20521023565841e-05	0.00134342789186436	0.142359125232183	UP
RAPGEF6		3.56420134963851e-05	0.000738619773924703	0.142276859380601	UP
FCN1		0.000463404879264014	0.0061455282586508	0.142153907667637	UP
MTF1		0.000374639909295992	0.00519849026995844	0.142046883514103	UP
PSCD1		2.40466054626501e-05	0.00053141027039222	0.142027202034237	UP
SSH2		0.00109224921138587	0.0123162404802068	0.141968185151446	UP
SIGLEC5		0.00373410536420042	0.0332042264921528	0.141843333045758	UP
TUBB2C		9.55817820530078e-05	0.00170097717883244	0.141839306289665	UP
AGTRAP		9.67783537262177e-06	0.000246620150738427	0.141803154555975	UP
PRR14		1.36905563661851e-06	4.82498157109433e-05	0.141660242355663	UP
FLJ10213		0.000213051311169739	0.00325812614886405	0.141659253148127	UP
KPNA6		0.000121851303270549	0.00207152967083172	0.141203487546388	UP
F5		0.000266518116940583	0.00392870144933574	0.141017782135776	UP
APAF1		0.000972980872164199	0.0112585996971755	0.140980530244397	UP
DPRXP4		1.77151857381286e-07	8.63687382795093e-06	0.140935972545598	UP
CIDEB		2.41363870038704e-07	1.13965171630709e-05	0.140896741592934	UP
FAM65A		0.000171643647743285	0.00271737192413782	0.140777789679801	UP
LOC642342		0.000202694259026787	0.00312455112499783	0.140757291212714	UP
PTPN1		5.53158660471515e-05	0.00107215748705769	0.140683974214651	UP
LOC731486		1.02826794976697e-06	3.82388030257479e-05	0.140604774821469	UP
ECHDC3		0.000879427298513297	0.0103855625909842	0.140483317268714	UP
PIAS4		2.10657974837515e-05	0.000472901720199355	0.140422658596783	UP
PTPN6		3.20343424526902e-05	0.000673695715184851	0.140186075131458	UP
GFOD1		0.00098208788390256	0.0113154151444004	0.140123918781622	UP
SRF		4.66841996557704e-06	0.000134184723552156	0.140096168708935	UP
CST3		0.00100899637088627	0.0115514017645285	0.140007694521243	UP
TRPT1		5.94084538477068e-08	3.39345619531361e-06	0.139464575214221	UP
NISCH		9.54296997446818e-06	0.00024387489429539	0.139412844942539	UP
TMEM205		0.00119823933527209	0.0133264267168963	0.139375798818048	UP
SP1		1.92505442817368e-05	0.000438550235950915	0.139373939427546	UP
HS.150808		0.000164456880569334	0.00262828805988726	0.139115936387089	UP
CPD		0.00219551237881638	0.0218183594711642	0.139098235099551	UP
D2HGDH		0.000427890010195184	0.00575665796650317	0.138839856606863	UP
ANKRA2		3.2546577306484e-06	9.93757951030707e-05	0.138370757113602	UP
INTS3		2.26714650721873e-05	0.000505161462653919	0.138248359766367	UP
WWC3		6.17580767958083e-05	0.00117838606404231	0.138093151334235	UP
TAGAP		2.08294759455569e-05	0.00046955142221418	0.13800601127703	UP
KIAA1602		6.77772430456011e-06	0.000183284077206866	0.137873093932079	UP
UNC13D		2.46094850721738e-06	7.85462854781798e-05	0.137713038175512	UP
MGST3		0.000420109239605293	0.00568602671134452	-0.137697491657322	DOWN
GLOD4		2.55568605074187e-05	0.000558830913333751	-0.13770543703696	DOWN
SKIV2L2		1.07691603010978e-05	0.000269338896918271	-0.13778504629381	DOWN
BCLAF1		0.000178338266235332	0.00280199041580955	-0.137889403953958	DOWN
DNAJC15		3.33392190675517e-06	0.000101108963473595	-0.137925540779792	DOWN
ANKRD49		0.000728327139025778	0.00886920866995212	-0.137926349186445	DOWN
EEF1A1		7.09278375948555e-05	0.001327054427061	-0.137964537033135	DOWN
FAM96A		0.000604790947658107	0.00768195885664683	-0.138592510162491	DOWN
CCDC14		0.000338293774349705	0.00479282104584466	-0.138644542728034	DOWN
ACAT2		1.21149369608962e-06	4.37256780994274e-05	-0.138961986863036	DOWN
LOC643357		0.000699950967507136	0.00860344045126007	-0.13908437884167	DOWN
PPP1R2		0.000895050888826382	0.0105193840512851	-0.139308078263282	DOWN
ANAPC4		3.45112975062682e-05	0.000719056485368236	-0.139541302573157	DOWN
AK3		7.63146265272383e-05	0.00141022525414727	-0.139714004983647	DOWN
PRMT1		9.36573490571160e-09	6.96308755929512e-07	-0.13977992979172	DOWN
WBP4		3.14153245678572e-08	1.94710015097471e-06	-0.140033080989428	DOWN
TBK1		0.000293983720083237	0.0042636337155267	-0.140122267922646	DOWN
ALG5		6.58297986586211e-07	2.61389867692943e-05	-0.140153731914899	DOWN
SNRPA1		9.90580858262283e-06	0.000251478818452066	-0.140172947583098	DOWN
STAT4		0.00191913649854549	0.0195991814913958	-0.140222916531116	DOWN
HACL1		6.32577264487921e-08	3.59050855323344e-06	-0.140329771004662	DOWN
CROP		0.00429360899477166	0.0370550550922019	-0.140521582268164	DOWN
TAF7		0.000249957701221207	0.00371710401689187	-0.140707064971899	DOWN
C9ORF105		2.07573512483841e-07	9.94030101256989e-06	-0.140876956266081	DOWN
HRASLS3		0.000647151956717134	0.00808520106814209	-0.140928739320765	DOWN
