GeneSymbol	set	direction
ANKRD41	AD_MCI	DOWN
GOLM1	AD_MCI	DOWN
LOC552891	AD_MCI	DOWN
AGL	AD_MCI	DOWN
YIPF5	AD_MCI	DOWN
PLK4	AD_MCI	DOWN
KIAA1107	AD_MCI	DOWN
TMOD3	AD_MCI	DOWN
HS.551074	AD_MCI	DOWN
C4ORF32	AD_MCI	DOWN
ECHDC1	AD_MCI	DOWN
TRAPPC6B	AD_MCI	DOWN
HS.460758	AD_MCI	DOWN
C14ORF143	AD_MCI	DOWN
HS.573541	AD_MCI	DOWN
ATP5S	AD_MCI	DOWN
RNPC3	AD_MCI	DOWN
FAM13A1	AD_MCI	DOWN
OTUD6B	AD_MCI	DOWN
EFHC2	AD_MCI	DOWN
RAP1B	AD_MCI	DOWN
FAS	AD_MCI	DOWN
PTP4A1	AD_MCI	DOWN
PDSS1	AD_MCI	DOWN
EIF1AX	AD_MCI	DOWN
NETO2	AD_MCI	DOWN
FBXL3	AD_MCI	DOWN
IDE	AD_MCI	DOWN
VAMP4	AD_MCI	DOWN
APOL6	AD_MCI	DOWN
ZNF33A	AD_MCI	DOWN
PPP3CA	AD_MCI	DOWN
OTUD1	AD_MCI	DOWN
C5ORF24	AD_MCI	DOWN
FNDC3A	AD_MCI	DOWN
SPOPL	AD_MCI	DOWN
PAQR3	AD_MCI	DOWN
HS.547551	AD_MCI	DOWN
CKS2	AD_MCI	DOWN
FAM18B	AD_MCI	DOWN
HS.445365	AD_MCI	DOWN
MARCH1	AD_MCI	DOWN
HS.478682	AD_MCI	DOWN
ARFIP1	AD_MCI	DOWN
SMC4	AD_MCI	DOWN
COP1	AD_MCI	DOWN
C10ORF118	AD_MCI	DOWN
APPBP2	AD_MCI	DOWN
TMEM93	AD_MCI	DOWN
WRB	AD_MCI	DOWN
SLC39A10	AD_MCI	DOWN
BTBD1	AD_MCI	DOWN
NEDD9	AD_MCI	DOWN
LOC646943	AD_MCI	DOWN
RRM2B	AD_MCI	DOWN
CLEC4D	AD_MCI	DOWN
PDIK1L	AD_MCI	DOWN
COPS8	AD_MCI	DOWN
MPZL2	AD_MCI	DOWN
MKKS	AD_MCI	DOWN
FAM14A	AD_MCI	DOWN
RAB18	AD_MCI	DOWN
PIGH	AD_MCI	DOWN
CPNE8	AD_MCI	DOWN
ORC3L	AD_MCI	DOWN
CASC4	AD_MCI	DOWN
CAPZA1	AD_MCI	DOWN
MAD2L1BP	AD_MCI	DOWN
PDS5B	AD_MCI	DOWN
ADAM10	AD_MCI	DOWN
ACN9	AD_MCI	DOWN
SNX13	AD_MCI	DOWN
ALCAM	AD_MCI	DOWN
SEC24D	AD_MCI	DOWN
TMEM165	AD_MCI	DOWN
SMAD5	AD_MCI	DOWN
TMEM106B	AD_MCI	DOWN
NDFIP1	AD_MCI	DOWN
AKAP11	AD_MCI	DOWN
WTAP	AD_MCI	DOWN
RNF141	AD_MCI	DOWN
USP9X	AD_MCI	DOWN
PIGK	AD_MCI	DOWN
NBN	AD_MCI	DOWN
AZI2	AD_MCI	DOWN
ARPP-19	AD_MCI	DOWN
IMPA1	AD_MCI	DOWN
ZFAND6	AD_MCI	DOWN
XPR1	AD_MCI	DOWN
SERP1	AD_MCI	DOWN
CGRRF1	AD_MCI	DOWN
DICER1	AD_MCI	DOWN
CCNG2	AD_MCI	DOWN
NIN	AD_MCI	DOWN
EXOSC3	AD_MCI	DOWN
C14ORF108	AD_MCI	DOWN
TGFA	AD_MCI	DOWN
ZFX	AD_MCI	DOWN
PHF20L1	AD_MCI	DOWN
ELF2	AD_MCI	DOWN
MEX3C	AD_MCI	DOWN
NUFIP2	AD_MCI	DOWN
HS.125056	AD_MCI	DOWN
P15RS	AD_MCI	DOWN
HS.103173	AD_MCI	DOWN
IFRD1	AD_MCI	DOWN
CCDC128	AD_MCI	DOWN
LOC644799	AD_MCI	DOWN
CD69	AD_MCI	DOWN
ZNF271	AD_MCI	DOWN
MS4A3	AD_MCI	DOWN
PPP1R3D	AD_MCI	DOWN
MIER1	AD_MCI	DOWN
C9ORF72	AD_MCI	DOWN
SENP7	AD_MCI	DOWN
RAB33B	AD_MCI	DOWN
SNORA25	AD_MCI	DOWN
POLR2C	AD_MCI	DOWN
UBA3	AD_MCI	DOWN
PGM2	AD_MCI	DOWN
TSNAX	AD_MCI	DOWN
C2ORF47	AD_MCI	DOWN
PRKAA1	AD_MCI	DOWN
UBA6	AD_MCI	DOWN
ZNF518A	AD_MCI	DOWN
CLIP1	AD_MCI	DOWN
G3BP2	AD_MCI	DOWN
RAP2C	AD_MCI	DOWN
CLK4	AD_MCI	DOWN
FAM152A	AD_MCI	DOWN
HS.24119	AD_MCI	DOWN
CNOT8	AD_MCI	DOWN
PHF5A	AD_MCI	DOWN
BRP44L	AD_MCI	DOWN
SLK	AD_MCI	DOWN
C9ORF5	AD_MCI	DOWN
OSGIN2	AD_MCI	DOWN
PGK1	AD_MCI	DOWN
AZIN1	AD_MCI	DOWN
IVNS1ABP	AD_MCI	DOWN
BTF3L4	AD_MCI	DOWN
XRN1	AD_MCI	DOWN
GIMAP2	AD_MCI	DOWN
XRCC5	AD_MCI	DOWN
FBXO11	AD_MCI	DOWN
TXNDC10	AD_MCI	DOWN
C14ORF100	AD_MCI	DOWN
DR1	AD_MCI	DOWN
GPR160	AD_MCI	DOWN
UTX	AD_MCI	DOWN
ABI1	AD_MCI	DOWN
HS.538259	AD_MCI	DOWN
DIP2B	AD_MCI	DOWN
LYST	AD_MCI	DOWN
CNIH	AD_MCI	DOWN
STAG2	AD_MCI	DOWN
CHMP2B	AD_MCI	DOWN
CDKN1B	AD_MCI	DOWN
RNGTT	AD_MCI	DOWN
HHEX	AD_MCI	DOWN
NAB1	AD_MCI	DOWN
C4ORF18	AD_MCI	DOWN
SLC35A5	AD_MCI	DOWN
C18ORF25	AD_MCI	DOWN
SHOC2	AD_MCI	DOWN
RCBTB2	AD_MCI	DOWN
RHOT1	AD_MCI	DOWN
ZSWIM6	AD_MCI	DOWN
LOC644935	AD_MCI	DOWN
TMED10P	AD_MCI	DOWN
HS.556018	AD_MCI	DOWN
LRRK2	AD_MCI	DOWN
PELI2	AD_MCI	DOWN
PPP1CB	AD_MCI	DOWN
CPNE3	AD_MCI	DOWN
FAM116A	AD_MCI	DOWN
ACSL4	AD_MCI	DOWN
TLE4	AD_MCI	DOWN
PTPN12	AD_MCI	DOWN
TMED2	AD_MCI	DOWN
C16ORF72	AD_MCI	DOWN
KLHL24	AD_MCI	DOWN
HS.562660	AD_MCI	DOWN
DEGS1	AD_MCI	DOWN
HS.348514	AD_MCI	DOWN
NUP214	AD_MCI	DOWN
CENTB2	AD_MCI	DOWN
SMCHD1	AD_MCI	DOWN
MTMR6	AD_MCI	DOWN
HS.537004	AD_MCI	DOWN
TRIM33	AD_MCI	DOWN
CBFB	AD_MCI	DOWN
EIF4G2	AD_MCI	DOWN
HS.130036	AD_MCI	DOWN
ELF1	AD_MCI	DOWN
TMED7	AD_MCI	DOWN
RNF13	AD_MCI	DOWN
FAM76B	AD_MCI	DOWN
FEM1C	AD_MCI	DOWN
PAPD4	AD_MCI	DOWN
SKAP2	AD_MCI	DOWN
HS.413494	AD_MCI	DOWN
C21ORF7	AD_MCI	DOWN
FBXL5	AD_MCI	DOWN
USP15	AD_MCI	DOWN
TNFSF13B	AD_MCI	DOWN
MLSTD2	AD_MCI	DOWN
HS.570988	AD_MCI	DOWN
CREB5	AD_MCI	DOWN
CPD	AD_MCI	DOWN
CD46	AD_MCI	DOWN
SLC40A1	AD_MCI	DOWN
FKBP5	AD_MCI	DOWN
MAP3K1	AD_MCI	DOWN
AP2M1	AD_MCI	UP
PHF15	AD_MCI	UP
DIAPH1	AD_MCI	UP
STAG3L2	AD_MCI	UP
MAP2K2	AD_MCI	UP
CHD4	AD_MCI	UP
NCOR2	AD_MCI	UP
EIF3B	AD_MCI	UP
ICAM2	AD_MCI	UP
PFKP	AD_MCI	UP
AATF	AD_MCI	UP
DDX24	AD_MCI	UP
BRD3	AD_MCI	UP
SLC25A1	AD_MCI	UP
SAPS1	AD_MCI	UP
STIP1	AD_MCI	UP
ITGB4BP	AD_MCI	UP
PUF60	AD_MCI	UP
ITFG3	AD_MCI	UP
RANGAP1	AD_MCI	UP
C12ORF10	AD_MCI	UP
PPP1CA	AD_MCI	UP
NUDC	AD_MCI	UP
EMP3	AD_MCI	UP
CDC37	AD_MCI	UP
NDUFS7	AD_MCI	UP
DDX56	AD_MCI	UP
GPAA1	AD_MCI	UP
URM1	AD_MCI	UP
MEF2D	AD_MCI	UP
SAMM50	AD_MCI	UP
ARHGAP30	AD_MCI	UP
H1FX	AD_MCI	UP
PI4KAP2	AD_MCI	UP
ACSS1	AD_MCI	UP
XRCC6	AD_MCI	UP
PLOD3	AD_MCI	UP
CYB5R3	AD_MCI	UP
HCCA2	AD_MCI	UP
DPF2	AD_MCI	UP
AKAP8L	AD_MCI	UP
ABCF1	AD_MCI	UP
SNX17	AD_MCI	UP
HNRPUL1	AD_MCI	UP
KIAA0152	AD_MCI	UP
SYTL1	AD_MCI	UP
CENPB	AD_MCI	UP
TESK1	AD_MCI	UP
LOC407835	AD_MCI	UP
SCAMP3	AD_MCI	UP
RAVER1	AD_MCI	UP
SMARCA4	AD_MCI	UP
LAPTM5	AD_MCI	UP
NDUFS8	AD_MCI	UP
KLF13	AD_MCI	UP
LOC644590	AD_MCI	UP
AP2S1	AD_MCI	UP
APBA3	AD_MCI	UP
FBXW4	AD_MCI	UP
ECHS1	AD_MCI	UP
IDH3B	AD_MCI	UP
RNH1	AD_MCI	UP
ACD	AD_MCI	UP
SMARCD2	AD_MCI	UP
GUSB	AD_MCI	UP
SDF4	AD_MCI	UP
NUDCD3	AD_MCI	UP
SLC25A42	AD_MCI	UP
SETD1A	AD_MCI	UP
UBQLN4	AD_MCI	UP
ADAT1	AD_MCI	UP
BCAT2	AD_MCI	UP
DGCR8	AD_MCI	UP
SPECC1L	AD_MCI	UP
HDAC6	AD_MCI	UP
ASMTL	AD_MCI	UP
GPS1	AD_MCI	UP
SDHA	AD_MCI	UP
ACTR1A	AD_MCI	UP
ALDH16A1	AD_MCI	UP
BMS1	AD_MCI	UP
DHPS	AD_MCI	UP
MRPS9	AD_MCI	UP
PFKL	AD_MCI	UP
TNPO2	AD_MCI	UP
CTCF	AD_MCI	UP
DDX23	AD_MCI	UP
IK	AD_MCI	UP
B3GAT3	AD_MCI	UP
PRKCSH	AD_MCI	UP
COBRA1	AD_MCI	UP
NCOA5	AD_MCI	UP
TMEM55B	AD_MCI	UP
C1ORF164	AD_MCI	UP
EIF4G1	AD_MCI	UP
LUZP1	AD_MCI	UP
CCDC120	AD_MCI	UP
ZNF444	AD_MCI	UP
ZC3H5	AD_MCI	UP
ZGPAT	AD_MCI	UP
RBM4B	AD_MCI	UP
DUS1L	AD_MCI	UP
SIGIRR	AD_MCI	UP
ARHGEF1	AD_MCI	UP
HS.430851	AD_MCI	UP
CCT3	AD_MCI	UP
BRE	AD_MCI	UP
NOMO1	AD_MCI	UP
CEP164	AD_MCI	UP
MIB2	AD_MCI	UP
CCDC95	AD_MCI	UP
OR52N2	AD_MCI	UP
UCHL5IP	AD_MCI	UP
NFE2L1	AD_MCI	UP
ACY1	AD_MCI	UP
LOC220686	AD_MCI	UP
TBC1D20	AD_MCI	UP
BPHL	AD_MCI	UP
LOC728037	AD_MCI	UP
NFATC3	AD_MCI	UP
PHC1	AD_MCI	UP
CLDN15	AD_MCI	UP
LTBP3	AD_MCI	UP
DDX19A	AD_MCI	UP
MGC4172	AD_MCI	UP
HIC2	AD_MCI	UP
SORBS3	AD_MCI	UP
TCEA2	AD_MCI	UP
USP21	AD_MCI	UP
RUVBL1	AD_MCI	UP
DHDDS	AD_MCI	UP
HS.199657	AD_MCI	UP
RUNX1	AD_MCI	UP
KRI1	AD_MCI	UP
C6ORF106	AD_MCI	UP
LOC650188	AD_MCI	UP
HS.541225	AD_MCI	UP
ABL1	AD_MCI	UP
HS.562367	AD_MCI	UP
CYORF14	AD_MCI	UP
HS.538581	AD_MCI	UP
ATXN2L	AD_MCI	UP
LOC728944	AD_MCI	UP
HS.570775	AD_MCI	UP
FLJ46363	AD_MCI	UP
WDR5	AD_MCI	UP
LOC646862	AD_MCI	UP
LOC653855	AD_MCI	UP
LOC648801	AD_MCI	UP
HS.562922	AD_MCI	UP
LOC729715	AD_MCI	UP
LRRC31	AD_MCI	UP
MGST3	C_AD	DOWN
ACAT2	C_AD	DOWN
LOC643357	C_AD	DOWN
ANAPC4	C_AD	DOWN
AK3	C_AD	DOWN
PRMT1	C_AD	DOWN
SNRPA1	C_AD	DOWN
STAT4	C_AD	DOWN
HACL1	C_AD	DOWN
C9ORF105	C_AD	DOWN
HRASLS3	C_AD	DOWN
BTBD10	C_AD	DOWN
PPIL3	C_AD	DOWN
LOC643997	C_AD	DOWN
LMNB1	C_AD	DOWN
ARID4B	C_AD	DOWN
NOL7	C_AD	DOWN
MTIF2	C_AD	DOWN
OPTN	C_AD	DOWN
LOC645683	C_AD	DOWN
CRSP9	C_AD	DOWN
MRPS9	C_AD	DOWN
GEMIN6	C_AD	DOWN
FXR1	C_AD	DOWN
SDAD1	C_AD	DOWN
LOC387841	C_AD	DOWN
EXOSC7	C_AD	DOWN
CD160	C_AD	DOWN
EIF4B	C_AD	DOWN
RPS14	C_AD	DOWN
C11ORF48	C_AD	DOWN
SAR1A	C_AD	DOWN
AHSA1	C_AD	DOWN
DPH5	C_AD	DOWN
DCTN6	C_AD	DOWN
LOC653377	C_AD	DOWN
MRPL39	C_AD	DOWN
TIGA1	C_AD	DOWN
ESD	C_AD	DOWN
UPF3B	C_AD	DOWN
ZNF700	C_AD	DOWN
DDX50	C_AD	DOWN
TCEB2	C_AD	DOWN
SMC3	C_AD	DOWN
NGRN	C_AD	DOWN
DPH3	C_AD	DOWN
NDUFA9	C_AD	DOWN
COPS3	C_AD	DOWN
RPAP3	C_AD	DOWN
MED6	C_AD	DOWN
LOC648210	C_AD	DOWN
NDUFS3	C_AD	DOWN
FCER1G	C_AD	DOWN
CKS1B	C_AD	DOWN
PARK7	C_AD	DOWN
LYRM2	C_AD	DOWN
ERCC5	C_AD	DOWN
TRAPPC2L	C_AD	DOWN
DNAJC9	C_AD	DOWN
PPWD1	C_AD	DOWN
NME1-NME2	C_AD	DOWN
RBM34	C_AD	DOWN
PPP2R5C	C_AD	DOWN
ZNF622	C_AD	DOWN
SPAG7	C_AD	DOWN
LOC728492	C_AD	DOWN
DRG1	C_AD	DOWN
LOC643007	C_AD	DOWN
MRPL35	C_AD	DOWN
TAF12	C_AD	DOWN
RPL10A	C_AD	DOWN
TMEM4	C_AD	DOWN
ING3	C_AD	DOWN
GPR18	C_AD	DOWN
LOC728554	C_AD	DOWN
PSMB6	C_AD	DOWN
NDUFV2	C_AD	DOWN
PSME2	C_AD	DOWN
MPHOSPH10	C_AD	DOWN
EIF3M	C_AD	DOWN
RPS6	C_AD	DOWN
GTF2E2	C_AD	DOWN
PSMA5	C_AD	DOWN
PCM1	C_AD	DOWN
RPIA	C_AD	DOWN
KIAA1160	C_AD	DOWN
ILF2	C_AD	DOWN
C12ORF31	C_AD	DOWN
COMMD1	C_AD	DOWN
RPS12	C_AD	DOWN
HS.544637	C_AD	DOWN
LOC645385	C_AD	DOWN
CCT8	C_AD	DOWN
PSMB7	C_AD	DOWN
PNN	C_AD	DOWN
MRCL3	C_AD	DOWN
PWP1	C_AD	DOWN
TIMM23	C_AD	DOWN
BOLA3	C_AD	DOWN
ISY1	C_AD	DOWN
EBNA1BP2	C_AD	DOWN
HIST1H2BJ	C_AD	DOWN
LOC645436	C_AD	DOWN
MRPL21	C_AD	DOWN
PDHB	C_AD	DOWN
XAB1	C_AD	DOWN
VDAC3	C_AD	DOWN
TOP2B	C_AD	DOWN
CALML4	C_AD	DOWN
SEC61G	C_AD	DOWN
ARMET	C_AD	DOWN
CBX3	C_AD	DOWN
RPL22	C_AD	DOWN
VPREB3	C_AD	DOWN
BUD31	C_AD	DOWN
MRPS17	C_AD	DOWN
LOC651894	C_AD	DOWN
DNAJC7	C_AD	DOWN
TRAPPC4	C_AD	DOWN
OBFC1	C_AD	DOWN
RGS10	C_AD	DOWN
TXNDC12	C_AD	DOWN
EIF1AY	C_AD	DOWN
LOC440055	C_AD	DOWN
MMP9	C_AD	UP
PGLYRP1	C_AD	UP
SFRS17A	C_AD	UP
HCG27	C_AD	UP
C1ORF218	C_AD	UP
CRISPLD2	C_AD	UP
KCTD12	C_AD	UP
VCAN	C_AD	UP
BEST1	C_AD	UP
CECR6	C_AD	UP
SCO2	C_AD	UP
CPEB4	C_AD	UP
CFLAR	C_AD	UP
LOC642103	C_AD	UP
KLHDC8B	C_AD	UP
CYP4F3	C_AD	UP
TRABD	C_AD	UP
CA4	C_AD	UP
DUSP1	C_AD	UP
FPR2	C_AD	UP
ALOX5	C_AD	UP
MYBPC3	C_AD	UP
CEBPB	C_AD	UP
FPR1	C_AD	UP
STAT2	C_AD	UP
PGS1	C_AD	UP
DEF8	C_AD	UP
HS.371006	C_AD	UP
XPO6	C_AD	UP
FLOT1	C_AD	UP
TLR5	C_AD	UP
FAM126B	C_AD	UP
FAM53C	C_AD	UP
TRIM25	C_AD	UP
DENND3	C_AD	UP
KIAA1754	C_AD	UP
PFKFB4	C_AD	UP
SELL	C_AD	UP
SNX27	C_AD	UP
HSPA6	C_AD	UP
IGF2R	C_AD	UP
CD14	C_AD	UP
LEPROT	C_AD	UP
ZNF467	C_AD	UP
CUTL1	C_AD	UP
CKAP4	C_AD	UP
ARHGAP9	C_AD	UP
LOC284757	C_AD	UP
CD93	C_AD	UP
FTHL7	C_AD	UP
STAT6	C_AD	UP
PPTC7	C_AD	UP
THBS1	C_AD	UP
RGL2	C_AD	UP
NLRP12	C_AD	UP
CEBPD	C_AD	UP
HSPA1B	C_AD	UP
REM2	C_AD	UP
TKT	C_AD	UP
FRAT1	C_AD	UP
SPATA13	C_AD	UP
NOL12	C_AD	UP
ZBP1	C_AD	UP
PRKCD	C_AD	UP
HS.572130	C_AD	UP
PTPRE	C_AD	UP
ZNF281	C_AD	UP
TAF1C	C_AD	UP
TRIM38	C_AD	UP
CFP	C_AD	UP
CARD8	C_AD	UP
MKNK1	C_AD	UP
PGD	C_AD	UP
TLR8	C_AD	UP
HS.144312	C_AD	UP
BRI3	C_AD	UP
PANX2	C_AD	UP
LPPR2	C_AD	UP
LOC651612	C_AD	UP
PQLC1	C_AD	UP
HS.356079	C_AD	UP
RAB24	C_AD	UP
C1ORF162	C_AD	UP
RHBDF2	C_AD	UP
LOC644774	C_AD	UP
KIAA1881	C_AD	UP
SYTL3	C_AD	UP
GALNAC4S-6ST	C_AD	UP
SLC16A3	C_AD	UP
STAT5B	C_AD	UP
SBNO2	C_AD	UP
ATP6V0B	C_AD	UP
CXCR4	C_AD	UP
TNFRSF14	C_AD	UP
PPM1M	C_AD	UP
TRAPPC5	C_AD	UP
EMR2	C_AD	UP
IFFO	C_AD	UP
TOM1	C_AD	UP
LILRA2	C_AD	UP
LOC162073	C_AD	UP
ZNF787	C_AD	UP
AXUD1	C_AD	UP
EP300	C_AD	UP
LRP3	C_AD	UP
MAN2A2	C_AD	UP
C1ORF183	C_AD	UP
IRF7	C_AD	UP
BICD2	C_AD	UP
LOC643313	C_AD	UP
PISD	C_AD	UP
SLC9A8	C_AD	UP
CD163	C_AD	UP
HS.254477	C_AD	UP
RNF165	C_AD	UP
CSAD	C_AD	UP
FRAT2	C_AD	UP
IRF9	C_AD	UP
TRIM21	C_AD	UP
GMEB2	C_AD	UP
RBM33	C_AD	UP
ITPK1	C_AD	UP
HS.473255	C_AD	UP
HS.443602	C_AD	UP
HIST1H3H	C_AD	UP
IFI6	C_AD	UP
ADAM15	C_AD	UP
ACSS2	C_AD	UP
MAPK8IP3	C_AD	UP
C9ORF89	C_AD	UP
C1ORF85	C_AD	UP
DDIT4	C_AD	UP
TMEM91	C_AD	UP
PHACTR2	C_AD	UP
IMPA2	C_AD	UP
ZNF746	C_AD	UP
FICD	C_AD	UP
GATS	C_AD	UP
SSH3	C_AD	UP
HIST1H2AC	C_AD	UP
E4F1	C_AD	UP
RGS19	C_AD	UP
LRWD1	C_AD	UP
ZNF148	C_AD	UP
FLJ45909	C_AD	UP
CREB5	C_AD	UP
CEP350	C_AD	UP
RBCK1	C_AD	UP
ADAM19	C_AD	UP
ADAR	C_AD	UP
C19ORF6	C_AD	UP
IQSEC1	C_AD	UP
SNAPC4	C_AD	UP
SLC16A5	C_AD	UP
CTSS	C_AD	UP
HS.193406	C_AD	UP
LOC730953	C_AD	UP
SNORD13	C_AD	UP
TALDO1	C_AD	UP
LTB4R	C_AD	UP
BAT5	C_AD	UP
DAPK2	C_AD	UP
NSFL1C	C_AD	UP
VCL	C_AD	UP
RAB37	C_AD	UP
EFHD2	C_AD	UP
SH3BP5L	C_AD	UP
SULT1A3	C_AD	UP
SYK	C_AD	UP
NFKBIA	C_AD	UP
RRP12	C_AD	UP
RBM23	C_AD	UP
HSPA1L	C_AD	UP
TNFSF13B	C_AD	UP
SLC44A2	C_AD	UP
PILRA	C_AD	UP
VIM	C_AD	UP
HLA-F	C_AD	UP
SPATA20	C_AD	UP
DCUN1D1	C_AD	UP
MTMR3	C_AD	UP
PTPRC	C_AD	UP
NRBP2	C_AD	UP
AOAH	C_AD	UP
RGS14	C_AD	UP
IMPDH1	C_AD	UP
HNRNPL	C_AD	UP
SLC7A7	C_AD	UP
AKAP13	C_AD	UP
C1ORF63	C_AD	UP
HSH2D	C_AD	UP
KIR2DL4	C_AD	UP
FCGRT	C_AD	UP
C6ORF166	C_AD	UP
SEMA4B	C_AD	UP
CASC3	C_AD	UP
VAMP1	C_AD	UP
IDS	C_AD	UP
TNFRSF1A	C_AD	UP
SLC22A4	C_AD	UP
HS.371060	C_AD	UP
STAT3	C_AD	UP
KIAA1949	C_AD	UP
LYN	C_AD	UP
VPS8	C_AD	UP
RAPGEF6	C_AD	UP
FCN1	C_AD	UP
PSCD1	C_AD	UP
SSH2	C_AD	UP
SIGLEC5	C_AD	UP
AGTRAP	C_AD	UP
PRR14	C_AD	UP
FLJ10213	C_AD	UP
F5	C_AD	UP
APAF1	C_AD	UP
DPRXP4	C_AD	UP
CIDEB	C_AD	UP
LOC642342	C_AD	UP
PTPN1	C_AD	UP
LOC731486	C_AD	UP
ECHDC3	C_AD	UP
TRPT1	C_AD	UP
NISCH	C_AD	UP
SP1	C_AD	UP
HS.150808	C_AD	UP
CPD	C_AD	UP
ANKRA2	C_AD	UP
INTS3	C_AD	UP
WWC3	C_AD	UP
TAGAP	C_AD	UP
UNC13D	C_AD	UP
GLOD4	C_AD and C_MCI	DOWN
SKIV2L2	C_AD and C_MCI	DOWN
BCLAF1	C_AD and C_MCI	DOWN
ANKRD49	C_AD and C_MCI	DOWN
EEF1A1	C_AD and C_MCI	DOWN
CCDC14	C_AD and C_MCI	DOWN
PPP1R2	C_AD and C_MCI	DOWN
WBP4	C_AD and C_MCI	DOWN
TBK1	C_AD and C_MCI	DOWN
ALG5	C_AD and C_MCI	DOWN
CROP	C_AD and C_MCI	DOWN
TAF7	C_AD and C_MCI	DOWN
SFRS6	C_AD and C_MCI	DOWN
TM2D3	C_AD and C_MCI	DOWN
UBE3A	C_AD and C_MCI	DOWN
LXN	C_AD and C_MCI	DOWN
TOMM20	C_AD and C_MCI	DOWN
PSMD6	C_AD and C_MCI	DOWN
LRMP	C_AD and C_MCI	DOWN
VPS36	C_AD and C_MCI	DOWN
RAB21	C_AD and C_MCI	DOWN
RPL34	C_AD and C_MCI	DOWN
ZNF22	C_AD and C_MCI	DOWN
CRIPT	C_AD and C_MCI	DOWN
FAM107B	C_AD and C_MCI	DOWN
C8ORF40	C_AD and C_MCI	DOWN
C20ORF111	C_AD and C_MCI	DOWN
PMPCB	C_AD and C_MCI	DOWN
TCEB1	C_AD and C_MCI	DOWN
CRBN	C_AD and C_MCI	DOWN
KRCC1	C_AD and C_MCI	DOWN
PTEN	C_AD and C_MCI	DOWN
UNC50	C_AD and C_MCI	DOWN
UQCRC2	C_AD and C_MCI	DOWN
C19ORF43	C_AD and C_MCI	DOWN
ABCE1	C_AD and C_MCI	DOWN
ROD1	C_AD and C_MCI	DOWN
MATR3	C_AD and C_MCI	DOWN
AGTPBP1	C_AD and C_MCI	DOWN
NSMCE4A	C_AD and C_MCI	DOWN
COMMD8	C_AD and C_MCI	DOWN
USP16	C_AD and C_MCI	DOWN
ANKRD12	C_AD and C_MCI	DOWN
CHCHD9	C_AD and C_MCI	DOWN
POLB	C_AD and C_MCI	DOWN
LOC728973	C_AD and C_MCI	DOWN
PAIP2	C_AD and C_MCI	DOWN
C2ORF25	C_AD and C_MCI	DOWN
NAE1	C_AD and C_MCI	DOWN
ZMYND11	C_AD and C_MCI	DOWN
WDR75	C_AD and C_MCI	DOWN
RBM25	C_AD and C_MCI	DOWN
LYPLAL1	C_AD and C_MCI	DOWN
SFRS10	C_AD and C_MCI	DOWN
NDUFB5	C_AD and C_MCI	DOWN
CASP4	C_AD and C_MCI	DOWN
TBC1D15	C_AD and C_MCI	DOWN
SEC11C	C_AD and C_MCI	DOWN
ENSA	C_AD and C_MCI	DOWN
MRPL32	C_AD and C_MCI	DOWN
SRP9	C_AD and C_MCI	DOWN
EEF1E1	C_AD and C_MCI	DOWN
CUTC	C_AD and C_MCI	DOWN
NAT5	C_AD and C_MCI	DOWN
NMI	C_AD and C_MCI	DOWN
DOCK11	C_AD and C_MCI	DOWN
NFU1	C_AD and C_MCI	DOWN
SNRPF	C_AD and C_MCI	DOWN
KPNA4	C_AD and C_MCI	DOWN
DYNLT3	C_AD and C_MCI	DOWN
LOC729148	C_AD and C_MCI	DOWN
MTHFS	C_AD and C_MCI	DOWN
PSMA2	C_AD and C_MCI	DOWN
RPS10	C_AD and C_MCI	DOWN
NDUFAB1	C_AD and C_MCI	DOWN
NCF2	C_AD and C_MCI	DOWN
ZBED5	C_AD and C_MCI	DOWN
HSPD1	C_AD and C_MCI	DOWN
C6ORF115	C_AD and C_MCI	DOWN
RPA2	C_AD and C_MCI	DOWN
CD3G	C_AD and C_MCI	DOWN
C20ORF52	C_AD and C_MCI	DOWN
ACADM	C_AD and C_MCI	DOWN
RPS13	C_AD and C_MCI	DOWN
CDV3	C_AD and C_MCI	DOWN
BUB3	C_AD and C_MCI	DOWN
ARHGEF3	C_AD and C_MCI	DOWN
CCDC90B	C_AD and C_MCI	DOWN
HDAC2	C_AD and C_MCI	DOWN
NDUFA8	C_AD and C_MCI	DOWN
GTF2A2	C_AD and C_MCI	DOWN
TMEM59	C_AD and C_MCI	DOWN
TCEAL8	C_AD and C_MCI	DOWN
TRAT1	C_AD and C_MCI	DOWN
BLOC1S1	C_AD and C_MCI	DOWN
SCFD1	C_AD and C_MCI	DOWN
HMG1L1	C_AD and C_MCI	DOWN
UTP6	C_AD and C_MCI	DOWN
H3F3B	C_AD and C_MCI	DOWN
RALA	C_AD and C_MCI	DOWN
EBI2	C_AD and C_MCI	DOWN
KIAA0528	C_AD and C_MCI	DOWN
RDH14	C_AD and C_MCI	DOWN
LOC649946	C_AD and C_MCI	DOWN
PDCD10	C_AD and C_MCI	DOWN
C6ORF111	C_AD and C_MCI	DOWN
TMEM14C	C_AD and C_MCI	DOWN
COQ5	C_AD and C_MCI	DOWN
ETFA	C_AD and C_MCI	DOWN
WDR61	C_AD and C_MCI	DOWN
TRIP4	C_AD and C_MCI	DOWN
KLRF1	C_AD and C_MCI	DOWN
MRPL50	C_AD and C_MCI	DOWN
EML4	C_AD and C_MCI	DOWN
LSM7	C_AD and C_MCI	DOWN
