GeneSymbol	ensembl_id	pval	adj_pval	logFC	direction
PTPN6		5.66191740206514e-10	3.11532561381792e-08	0.229314234578174	UP
ZYG11B		3.22706570789669e-07	6.34609179800166e-06	0.229195038394494	UP
FAM39DP		6.80058541146534e-10	3.61638231318574e-08	0.229047430970835	UP
HS.564949		0.00459464667489183	0.0236405093514806	0.228872536356251	UP
ZC3H3		2.44224775471175e-10	1.52067994722364e-08	0.228838587869257	UP
C16ORF56		2.69613085143659e-09	1.1322489701804e-07	0.228747197262992	UP
HS.184721		3.91584871473703e-06	5.45044900351188e-05	0.227926529728734	UP
Septin 5		0.00719685459822065	0.0341223592261571	0.22781930694731	UP
AKNA		1.39030167652955e-09	6.4405366840057e-08	0.227584692428293	UP
LOC728499		0.000267740932499102	0.00211316255301765	0.227526403455611	UP
CTSD		8.15148389146191e-06	0.000102461092474552	0.227122640041332	UP
MAN2C1		3.89716160525366e-08	1.03928164232684e-06	0.227064651635185	UP
YIPF6		6.56766839127582e-08	1.62599547747647e-06	0.226660895980364	UP
C7ORF43		4.79370569439041e-08	1.24872559639092e-06	0.226596049686323	UP
ACTA2		0.00123619434402817	0.00791287647420312	0.226501468753726	UP
SMOX		0.00768270003156346	0.0360985143867171	0.226496921068382	UP
MED25		0.00073405174662381	0.0050680586788027	0.2263790288465	UP
MAP2K3		0.00102891282473412	0.0067528039599943	0.22630458971965	UP
MLL4		1.65547080741992e-08	5.07771882125695e-07	0.226239705678767	UP
IDH3G		3.08681451869217e-10	1.86600013987578e-08	0.226097546950903	UP
NDE1		1.77017501240825e-05	0.000199022887862964	0.225272307885358	UP
RALGDS		2.67170151740089e-06	3.94262422608897e-05	0.22507165829451	UP
GRINA		0.0105199909556833	0.046491989244626	0.22453794649067	UP
ATP6V0C		2.39862280000828e-05	0.000259611679289536	0.22419381342146	UP
ITPKB		2.17594894738632e-09	9.55468396913398e-08	0.223683613466244	UP
ALDOA		7.90151547802851e-07	1.36734761747835e-05	0.223672455003605	UP
C21ORF2		2.29704799191068e-08	6.60242120574667e-07	0.223549218480491	UP
FAM3A		1.60755507167592e-09	7.2598479543475e-08	0.222871409276422	UP
TUBGCP2		7.33113231979015e-11	5.43007303499622e-09	0.222630915896085	UP
SNORA70		3.89329872461744e-09	1.53236827612279e-07	0.222476955173738	UP
PIAS4		4.3792607431187e-09	1.69883811360033e-07	0.222335917696514	UP
RNF31		5.50470143705872e-08	1.39747886482618e-06	0.222329945830955	UP
PCSK7		2.94926996316259e-08	8.18158736242524e-07	0.222198011348732	UP
LZTR1		1.46055674046694e-10	9.72298031598251e-09	0.222030625052849	UP
CD81		5.04540987779727e-05	0.000497001445799387	0.221753640482373	UP
HIP1		0.000165963722008325	0.00140355956997066	0.221534619643837	UP
FLOT2		4.98836720196445e-07	9.21173754329887e-06	0.22147471859768	UP
CABIN1		1.07037102999882e-07	2.46021085590778e-06	0.221384829045519	UP
C22ORF13		0.00277214861080525	0.0155126398289581	0.22136829927652	UP
HMHA1		5.73855511759399e-08	1.45410887711891e-06	0.220520684544335	UP
GPBAR1		3.44609271404001e-05	0.000356523812982474	0.220219590552981	UP
BRPF1		7.70704917618763e-11	5.63924107736958e-09	0.219951138459674	UP
HS.131087		8.52945651925689e-05	0.000786466064349128	0.219903041908507	UP
ATXN2		5.33171667157713e-13	1.05830199409998e-10	0.219551587373909	UP
MLLT6		4.1041454562062e-08	1.08588680711261e-06	0.219249186853824	UP
NUCB1		1.97709481878643e-06	3.02694227196485e-05	0.218880549521328	UP
C20ORF55		8.84689867548793e-08	2.10336186234418e-06	0.218807690673383	UP
CST3		1.01043819874587e-06	1.68163112817206e-05	0.21779086327753	UP
RAPGEF1		1.46624423726403e-11	1.427126746602e-09	0.217744638870965	UP
NCSTN		1.16893408456976e-06	1.90754213747656e-05	0.2171001596155	UP
HELZ		3.86858067840462e-13	8.47974013581033e-11	0.21680984841932	UP
ZYX		1.60603219682613e-05	0.000183397857088646	0.216349882517674	UP
MYO1F		5.35205369969271e-05	0.000521680114958117	0.215664226215152	UP
LOC255783		5.03037636139985e-07	9.28295531004116e-06	0.215589979756491	UP
LILRA5		1.992869382391e-05	0.000221110088142567	0.215368193778312	UP
C17ORF70		9.24101524352671e-09	3.16980931273185e-07	0.215159542590072	UP
EMILIN2		2.45033506671642e-07	4.98216317750689e-06	0.215137819505545	UP
CHKB		2.9045718199643e-13	6.86931235421558e-11	0.215126015981191	UP
LOC339123		1.91566778789193e-08	5.71963668099163e-07	0.215021859491049	UP
GMPPA		7.80977019542385e-11	5.66019393115114e-09	0.214905029537114	UP
TMEM184B		4.78494121562699e-08	1.24764797015976e-06	0.21465605305688	UP
C5ORF41		5.12258493608724e-06	6.86090474226766e-05	0.214589460543028	UP
GLG1		1.54673034680492e-07	3.3468215794709e-06	0.2145806113502	UP
ATG9A		3.61307102152056e-06	5.0910197998912e-05	0.214553285066748	UP
ABCA7		2.70095141893622e-09	1.13250935001461e-07	0.214470838243727	UP
VIPR1		3.64893399135074e-06	5.13459860860164e-05	0.214455977312642	UP
SPSB3		1.79054135936531e-08	5.40591104029653e-07	0.214300808312192	UP
STK10		2.85682206054163e-09	1.18679167294704e-07	0.214227898349165	UP
TEGT		3.80223447927645e-09	1.50531635529769e-07	0.213944517473575	UP
MCOLN1		0.0113839301734959	0.0495355296009722	0.213898869042591	UP
VPS37B		1.21375914948787e-07	2.71569796094127e-06	0.213678237260616	UP
EEF2		7.04214137538101e-08	1.72175839885023e-06	0.213628192904602	UP
CENTA1		5.43101412668483e-08	1.38529396281504e-06	0.213447693798493	UP
PAFAH1B3		1.48837757494659e-07	3.230929774407e-06	0.213366460490237	UP
TMEM173		1.1091598277006e-07	2.54070162401324e-06	0.213145698088651	UP
